feature,n_rows,n_train,n_test,intercept,slope,all_pearson,all_spearman,test_pearson,test_spearman,test_r2,test_mae,test_rmse,draw_id
random_permuted_shock_weighted_sector_exposure,43200,28800,9600,-0.1948087012462139,0.586284050683803,0.8210034436679687,0.78711972122064,0.7968711191107698,0.76803439849666,0.6238818777836368,0.24838185697616894,0.40288246748311546,91
random_permuted_shock_weighted_sector_exposure,43200,28800,9600,-0.19686555018406954,0.5878810815973183,0.8233763783829471,0.7879855571353038,0.8121101460851793,0.7783440041472564,0.6524332375018992,0.23939648556578152,0.387289174693802,92
random_permuted_shock_weighted_sector_exposure,43200,28800,9600,-0.1967574043684997,0.5867947277383527,0.8228853228087403,0.7857406987683168,0.8047878023565317,0.7709743034195726,0.638027875605461,0.2437450480348061,0.3952335489025961,93
random_permuted_shock_weighted_sector_exposure,43200,28800,9600,-0.200760740461088,0.5933106109143883,0.822144580887536,0.7875528146653737,0.7973094286572998,0.7734133039199405,0.6223615277134216,0.24680358010928083,0.40369591492525325,94
random_permuted_shock_weighted_sector_exposure,43200,28800,9600,-0.19899418312266742,0.589379892376316,0.8241680501679842,0.7877473578932114,0.8033113871610366,0.7771832464366512,0.6354065047986663,0.2437833463227606,0.3966620908066605,95
random_permuted_shock_weighted_sector_exposure,43200,28800,9600,-0.1967468247291257,0.5898744395455497,0.8227878282603762,0.7871791326931471,0.796131497754944,0.7727341757494632,0.6239063461200935,0.2464191215308556,0.40286936252550315,96
random_permuted_shock_weighted_sector_exposure,43200,28800,9600,-0.19576638740434377,0.5878407284625273,0.8196322257695265,0.7853790840901564,0.7972430644794263,0.772157640292887,0.6234215256012446,0.24523726593180953,0.40312894737304006,97
random_permuted_shock_weighted_sector_exposure,43200,28800,9600,-0.19996649249122583,0.5919761081813355,0.8240547881787587,0.7897577534387503,0.8006790320517797,0.7778721964058268,0.6281576165154562,0.2447261331355626,0.4005859231081093,98
random_permuted_shock_weighted_sector_exposure,43200,28800,9600,-0.1982516729769211,0.5891804564492963,0.8242735609490509,0.7867453279320423,0.8020434867265805,0.7743330231409866,0.6344816790420991,0.245065880830482,0.3971648575653615,99
random_permuted_shock_weighted_sector_exposure,43200,28800,9600,-0.1963062940997818,0.5883757620908182,0.8196873251412646,0.7871623383758225,0.7909304812729113,0.7750124427920605,0.6149958569140992,0.24696905098657282,0.40761385757704477,100
random_permuted_shock_weighted_sector_exposure,43200,28800,9600,-0.1972377171079029,0.5898681400160553,0.8240453527147998,0.7874613313585086,0.8069455854393746,0.7748460800334986,0.6416721078163194,0.24274140888426293,0.39323896660370555,101
random_permuted_shock_weighted_sector_exposure,43200,28800,9600,-0.20109848659799096,0.59354064077499,0.8257096316762044,0.789879015990131,0.7986017330524361,0.7761049548540792,0.6260800942013021,0.24437234020730386,0.4017034221254582,102
random_permuted_shock_weighted_sector_exposure,43200,28800,9600,-0.19651079836581115,0.5886893621119254,0.822823159637959,0.7851831937141281,0.7999511876792953,0.7744055763557771,0.6277188950443514,0.244489250822091,0.4008221708371133,103
random_permuted_shock_weighted_sector_exposure,43200,28800,9600,-0.19875696496345313,0.5901815675381058,0.823704208929074,0.7909408523439517,0.7896711013903145,0.779244549611211,0.6112384365435457,0.24661910544894178,0.40959806727365133,104
random_permuted_shock_weighted_sector_exposure,43200,28800,9600,-0.19577919893924894,0.5862573347488218,0.8211569815326234,0.7884448474245326,0.8027494099850411,0.7764595803275871,0.6333656325300299,0.24365808094428384,0.3977707322836815,105
random_permuted_shock_weighted_sector_exposure,43200,28800,9600,-0.19728841219770005,0.5892433177329546,0.8207886810338652,0.7876723710763128,0.7961440629231781,0.7713642204983565,0.6222045116502715,0.24747695978132347,0.40377983136980594,106
random_permuted_shock_weighted_sector_exposure,43200,28800,9600,-0.19893086498372187,0.5917077608650331,0.8204305053447164,0.7880171111011665,0.7935053588672643,0.7750464379479949,0.6166562042463353,0.24620879460920983,0.40673398156492985,107
